   ,Player              ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P  ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB,TRB ,AST ,STL,BLK,TOV,PF ,PTS
192,Anfernee Hardaway   ,SG   ,30.0,PHO,80.0,55.0,30.8,4.9 ,11.6,0.418,0.3,1.0,0.277,4.6 ,10.6,0.432,0.43 ,2.0,2.4 ,0.81 ,1.2,3.2,4.4 ,4.1 ,1.5,0.4,2.4,2.3,12.0
193,Tim Hardaway        ,PG   ,35.0,TOT,68.0,16.0,23.5,3.3 ,9.1 ,0.365,1.8,5.2,0.347,1.5 ,3.9 ,0.387,0.464,1.1,1.4 ,0.794,0.2,1.6,1.8 ,4.1 ,0.8,0.1,1.6,1.6,9.6
196,Matt Harpring       ,SF   ,25.0,PHI,81.0,81.0,31.4,4.8 ,10.3,0.461,0.3,0.9,0.304,4.5 ,9.5 ,0.475,0.473,2.0,2.7 ,0.743,2.5,4.6,7.1 ,1.3 ,0.9,0.1,1.6,2.5,11.8
197,Al Harrington       ,PF   ,21.0,IND,44.0,1.0 ,29.8,5.2 ,11.0,0.475,0.0,0.1,0.333,5.2 ,10.9,0.476,0.476,2.6,3.3 ,0.799,2.2,4.1,6.3 ,1.2 ,0.9,0.5,1.8,3.8,13.1
198,Othella Harrington  ,PF   ,28.0,NYK,77.0,4.0 ,20.3,3.1 ,5.8 ,0.527,0.0,0.0,0.0  ,3.1 ,5.8 ,0.529,0.527,1.6,2.2 ,0.709,1.6,2.9,4.5 ,0.5 ,0.4,0.5,1.2,3.2,7.7
199,Lucious Harris      ,SG   ,31.0,NJN,74.0,0.0 ,21.0,3.4 ,7.3 ,0.464,0.6,1.6,0.373,2.8 ,5.7 ,0.489,0.505,1.8,2.1 ,0.842,0.7,2.1,2.8 ,1.6 ,0.7,0.1,0.8,1.3,9.1
200,Jason Hart          ,PG   ,23.0,SAS,10.0,0.0 ,9.2 ,1.0 ,1.9 ,0.526,0.0,0.2,0.0  ,1.0 ,1.7 ,0.588,0.526,0.6,0.6 ,1.0  ,0.4,0.9,1.3 ,1.2 ,0.7,0.1,0.8,1.6,2.6
205,Trenton Hassell     ,SG   ,22.0,CHI,78.0,47.0,28.7,3.4 ,8.1 ,0.425,0.8,2.1,0.364,2.7 ,5.9 ,0.447,0.473,1.1,1.5 ,0.763,0.8,2.4,3.3 ,2.2 ,0.7,0.6,1.3,2.4,8.7
206,Kirk Haston         ,PF   ,22.0,CHH,15.0,0.0 ,5.1 ,0.7 ,2.6 ,0.282,0.0,0.2,0.0  ,0.7 ,2.4 ,0.306,0.282,0.3,0.5 ,0.5  ,0.3,1.0,1.3 ,0.3 ,0.0,0.1,0.2,0.6,1.7
208,Alan Henderson      ,PF   ,29.0,ATL,26.0,1.0 ,16.2,2.3 ,4.5 ,0.509,0.0,0.0,1.0  ,2.2 ,4.4 ,0.504,0.513,0.9,1.7 ,0.533,1.2,2.5,3.7 ,0.4 ,0.4,0.6,0.8,1.5,5.5
