     ,Player               ,Age,Tm ,G ,GS,MVP_Share,MVP_Rank,MP  ,FG  ,FGA ,FG%   ,3P ,3PA ,3P%   ,2P  ,2PA ,2P%   ,eFG%  ,FT ,FTA ,FT%   ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS ,Year,Tm_AGE,Tm_W,Tm_L,Tm_PW,Tm_PL,Tm_MOV,Tm_SOS,Tm_SRS,Tm_ORtg,Tm_DRtg,Tm_NRtg,Tm_PACE,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_TOV%,Tm_ORB%,Tm_FT/FGA,Tm_Op_eFG%,Tm_Op_TOV%,Tm_DRB%,Tm_Op_FT/FGA,Win%
2742 ,Larry Bird           ,31 ,BOS,76,75,0.6587   ,2       ,39  ,11.6,22  ,0.5273,1.3,3.1 ,0.4194,10.3,18.9,0.545 ,0.5568,5.5,6   ,0.9167,1.4,7.8 ,9.3 ,6.1 ,1.6,0.8,2.8,2.1,29.9,1988,28.5  ,42  ,40  ,44   ,38   ,1.16  ,0.1   ,1.26  ,110.8  ,109.6  ,1.2    ,98.1   ,0.329 ,0.043  ,0.548 ,0.498  ,14     ,34.7   ,0.258    ,0.493     ,12.7      ,70     ,0.248       ,0.512
7191 ,Alonzo Mourning      ,28 ,MIA,46,46,0.6551   ,2       ,38.1,7   ,13.8,0.5072,0  ,0   ,0     ,7   ,13.7,0.5109,0.5072,6  ,9.2 ,0.6522,3.6,7.4 ,11  ,1.6 ,0.7,3.9,3  ,3.5,20.1,1999,29.2  ,52  ,30  ,50   ,32   ,3.11  ,-0.36 ,2.75  ,104.5  ,101    ,3.5    ,89.7   ,0.283 ,0.186  ,0.533 ,0.495  ,14.5   ,28.2   ,0.208    ,0.453     ,13.3      ,72.9   ,0.229       ,0.634
2751 ,Magic Johnson        ,28 ,LAL,72,70,0.635    ,3       ,36.6,6.8 ,13.8,0.4928,0.2,0.8 ,0.25  ,6.7 ,13.1,0.5115,0.5072,5.8,6.8 ,0.8529,1.2,5   ,6.2 ,11.9,1.6,0.2,3.7,2  ,19.6,1988,29.5  ,57  ,25  ,58   ,24   ,7.17  ,-0.79 ,6.38  ,113.8  ,106.7  ,7.1    ,100.1  ,0.351 ,0.093  ,0.57  ,0.518  ,14     ,33     ,0.282    ,0.482     ,13        ,68.9   ,0.205       ,0.695
13150,Kevin Durant         ,24 ,OKC,81,81,0.6322   ,2       ,38.5,9   ,17.7,0.5085,1.7,4.1 ,0.4146,7.3 ,13.6,0.5368,0.5565,8.4,9.3 ,0.9032,0.6,7.3 ,7.9 ,4.6 ,1.4,1.3,3.5,1.8,28.1,2013,26.2  ,59  ,23  ,58   ,24   ,6.34  ,0.32  ,6.66  ,110.5  ,103.9  ,6.6    ,95.4   ,0.303 ,0.271  ,0.566 ,0.52   ,14     ,26.5   ,0.244    ,0.488     ,13.9      ,75.6   ,0.221       ,0.72
6918 ,Tim Duncan           ,22 ,SAS,50,50,0.6271   ,3       ,39.3,8.4 ,16.9,0.497 ,0  ,0.1 ,0     ,8.3 ,16.8,0.494 ,0.4911,4.9,7.2 ,0.6806,3.2,8.2 ,11.4,2.4 ,0.9,2.5,2.9,2.9,21.7,1999,30.9  ,53  ,29  ,58   ,24   ,5.94  ,-0.02 ,5.92  ,105    ,98.6   ,6.4    ,90.8   ,0.346 ,0.138  ,0.535 ,0.488  ,14.3   ,27.8   ,0.258    ,0.451     ,13.5      ,73     ,0.188       ,0.646
3247 ,Michael Jordan       ,26 ,CHI,82,82,0.613    ,3       ,39  ,12.6,24  ,0.525 ,1.1,3   ,0.3667,11.5,21  ,0.5476,0.5479,7.2,8.5 ,0.8471,1.7,5.1 ,6.9 ,6.3 ,2.8,0.7,3  ,2.9,33.6,1990,26.9  ,61  ,21  ,63   ,19   ,9.1   ,-0.53 ,8.57  ,114.6  ,105.2  ,9.4    ,95.6   ,0.296 ,0.06   ,0.56  ,0.521  ,12.8   ,34.7   ,0.225    ,0.488     ,15.3      ,68.8   ,0.226       ,0.744
4136 ,Clyde Drexler        ,29 ,POR,76,76,0.5844   ,2       ,36.2,9.1 ,19.4,0.4691,1.5,4.4 ,0.3409,7.6 ,15  ,0.5067,0.5077,5.3,6.6 ,0.803 ,2.2,4.4 ,6.6 ,6.7 ,1.8,0.9,3.2,3  ,25  ,1992,28.2  ,51  ,31  ,49   ,33   ,3.11  ,-0.19 ,2.92  ,108.3  ,105.2  ,3.1    ,99.1   ,0.347 ,0.115  ,0.526 ,0.476  ,12.6   ,32.7   ,0.259    ,0.488     ,14.8      ,71     ,0.237       ,0.622
9370 ,Tim Duncan           ,27 ,SAS,69,68,0.5821   ,2       ,36.6,8.6 ,17.1,0.5029,0  ,0.2 ,0     ,8.6 ,16.9,0.5089,0.5029,5.1,8.5 ,0.6   ,3.3,9.2 ,12.4,3.1 ,0.9,2.7,2.7,2.4,22.3,2004,28.5  ,59  ,23  ,63   ,19   ,7.8   ,0.03  ,7.84  ,107.5  ,98.8   ,8.7    ,88.9   ,0.329 ,0.216  ,0.534 ,0.492  ,13.2   ,29.1   ,0.238    ,0.452     ,14.7      ,73.6   ,0.236       ,0.72
11533,Kobe Bryant          ,30 ,LAL,82,82,0.5769   ,2       ,36.1,9.8 ,20.9,0.4689,1.4,4.1 ,0.3415,8.3 ,16.8,0.494 ,0.4976,5.9,6.9 ,0.8551,1.1,4.1 ,5.2 ,4.9 ,1.5,0.5,2.6,2.3,26.8,2009,28.4  ,57  ,25  ,54   ,28   ,4.72  ,0.06  ,4.78  ,108.8  ,103.7  ,5.1    ,92.8   ,0.289 ,0.227  ,0.538 ,0.496  ,12.4   ,27.6   ,0.221    ,0.484     ,13.2      ,74.4   ,0.195       ,0.695
4535 ,Michael Jordan       ,29 ,CHI,78,78,0.5765   ,3       ,39.3,12.7,25.7,0.4942,1  ,2.9 ,0.3448,11.7,22.7,0.5154,0.5136,6.1,7.3 ,0.8356,1.7,5   ,6.7 ,5.5 ,2.8,0.8,2.7,2.4,32.6,1993,27.7  ,55  ,27  ,50   ,32   ,3.09  ,-0.22 ,2.87  ,106.1  ,102.7  ,3.4    ,91.9   ,0.273 ,0.097  ,0.526 ,0.493  ,14.6   ,33.8   ,0.192    ,0.482     ,15.3      ,70.8   ,0.225       ,0.671
5520 ,Shaquille O'Neal     ,22 ,ORL,79,79,0.5762   ,2       ,37  ,11.8,20.2,0.5842,0  ,0.1 ,0     ,11.8,20.1,0.5871,0.5842,5.8,10.8,0.537 ,4.2,7.3 ,11.4,2.7 ,0.9,2.4,2.6,3.3,29.3,1995,27.7  ,60  ,22  ,56   ,26   ,5.56  ,-0.16 ,5.4   ,112.9  ,106.9  ,6      ,91.8   ,0.336 ,0.248  ,0.562 ,0.529  ,13.2   ,29     ,0.232    ,0.491     ,14        ,68.8   ,0.223       ,0.732
7829 ,Tim Duncan           ,24 ,SAS,82,82,0.5694   ,2       ,38.7,8.6 ,17.1,0.5029,0.1,0.3 ,0.3333,8.5 ,16.8,0.506 ,0.5058,5  ,8.1 ,0.6173,3.2,9   ,12.2,3   ,0.9,2.3,3  ,3  ,22.2,2001,28.5  ,58  ,24  ,59   ,23   ,6.21  ,0.07  ,6.28  ,106.5  ,99.7   ,6.8    ,90     ,0.353 ,0.19   ,0.539 ,0.492  ,13.8   ,27.2   ,0.262    ,0.453     ,13.7      ,71.9   ,0.189       ,0.707
11346,Dwyane Wade          ,27 ,MIA,79,79,0.562    ,3       ,38.6,10.8,22  ,0.4909,1.1,3.5 ,0.3143,9.7 ,18.5,0.5243,0.5159,7.5,9.8 ,0.7653,1.1,3.9 ,5   ,7.5 ,2.2,1.3,3.4,2.3,30.2,2009,27.1  ,47  ,35  ,48   ,34   ,2.28  ,-0.29 ,1.99  ,106.6  ,104.1  ,2.5    ,89.6   ,0.296 ,0.219  ,0.537 ,0.496  ,12.8   ,26.1   ,0.223    ,0.48      ,13.9      ,74.9   ,0.246       ,0.573
8538 ,Shaquille O'Neal     ,29 ,LAL,67,66,0.5524   ,3       ,36.1,10.6,18.3,0.5792,0  ,0   ,0     ,10.6,18.3,0.5792,0.5792,5.9,10.7,0.5514,3.5,7.2 ,10.7,3   ,0.6,2  ,2.6,3  ,27.2,2002,28.1  ,50  ,32  ,48   ,34   ,2.33  ,0.38  ,2.71  ,107.2  ,104.7  ,2.5    ,92.5   ,0.311 ,0.199  ,0.528 ,0.486  ,13.3   ,30.2   ,0.228    ,0.477     ,13.4      ,72.7   ,0.241       ,0.61
10308,LeBron James         ,21 ,CLE,79,79,0.5504   ,2       ,42.5,11.1,23.1,0.4805,1.6,4.8 ,0.3333,9.5 ,18.3,0.5191,0.5152,7.6,10.3,0.7379,0.9,6.1 ,7   ,6.6 ,1.6,0.8,3.3,2.3,31.4,2006,26.9  ,50  ,32  ,52   ,30   ,3.83  ,-0.5  ,3.33  ,105.5  ,101.3  ,4.2    ,90.8   ,0.32  ,0.211  ,0.522 ,0.484  ,13.4   ,29.7   ,0.223    ,0.48      ,14.7      ,75.8   ,0.243       ,0.61
11300,Kevin Garnett        ,31 ,BOS,71,71,0.5317   ,3       ,32.8,7.5 ,13.9,0.5396,0  ,0.2 ,0     ,7.5 ,13.8,0.5435,0.5396,3.8,4.7 ,0.8085,1.9,7.3 ,9.2 ,3.4 ,1.4,1.3,1.9,2.3,18.8,2008,27.8  ,62  ,20  ,61   ,21   ,7.51  ,-0.07 ,7.44  ,110.5  ,102.3  ,8.2    ,90.4   ,0.328 ,0.214  ,0.571 ,0.528  ,15     ,27.9   ,0.251    ,0.47      ,14        ,75.6   ,0.253       ,0.756
12559,Dwight Howard        ,25 ,ORL,78,78,0.5314   ,2       ,37.6,7.9 ,13.4,0.5896,0  ,0.1 ,0     ,7.9 ,13.3,0.594 ,0.5896,7  ,11.7,0.5983,4  ,10.1,14.1,1.4 ,1.4,2.4,3.6,3.3,22.9,2011,27.5  ,37  ,29  ,35   ,31   ,0.79  ,-0.33 ,0.46  ,105    ,104.1  ,0.9    ,89     ,0.292 ,0.346  ,0.533 ,0.506  ,14.5   ,26.5   ,0.193    ,0.488     ,12.9      ,75.5   ,0.19        ,0.561
1862 ,Dominique Wilkins    ,26 ,ATL,78,78,0.5218   ,2       ,39.1,11.4,24.3,0.4691,0.2,0.9 ,0.2222,11.2,23.4,0.4786,0.4733,7.4,9   ,0.8222,3.3,4.6 ,7.9 ,2.6 ,1.8,0.6,3.2,2.2,30.3,1986,26.1  ,57  ,25  ,59   ,23   ,7.23  ,-0.05 ,7.18  ,112.6  ,105.2  ,7.4    ,97.4   ,0.373 ,0.06   ,0.543 ,0.49   ,13.3   ,37.2   ,0.283    ,0.46      ,13.9      ,67.4   ,0.284       ,0.695
3702 ,Magic Johnson        ,31 ,LAL,79,79,0.5177   ,2       ,37.1,5.9 ,12.4,0.4758,1  ,3.2 ,0.3125,4.9 ,9.2 ,0.5326,0.5161,6.6,7.3 ,0.9041,1.3,5.6 ,7   ,12.5,1.3,0.2,4  ,1.9,19.4,1991,28.3  ,43  ,39  ,38   ,44   ,-1.1  ,0.15  ,-0.95 ,107.7  ,108.9  ,-1.2   ,92.5   ,0.327 ,0.064  ,0.516 ,0.465  ,12     ,32.7   ,0.25     ,0.493     ,13.8      ,64     ,0.187       ,0.524
5565 ,David Robinson       ,30 ,SAS,82,82,0.508    ,2       ,36.8,8.7 ,16.8,0.5179,0  ,0.1 ,0     ,8.6 ,16.7,0.515 ,0.5119,7.6,10  ,0.76  ,3.9,8.3 ,12.2,3   ,1.4,3.3,2.3,3.2,25  ,1996,29.9  ,20  ,62  ,19   ,63   ,-7.88 ,-0.05 ,-7.93 ,103.3  ,112.3  ,-9     ,87.3   ,0.302 ,0.185  ,0.512 ,0.472  ,14.7   ,32.4   ,0.217    ,0.514     ,14        ,67     ,0.236       ,0.244
5476 ,Karl Malone          ,31 ,UTA,82,82,0.5067   ,3       ,38.1,10.1,18.9,0.5344,0.1,0.5 ,0.2   ,10  ,18.4,0.5435,0.537 ,6.3,8.5 ,0.7412,1.9,8.7 ,10.6,3.5 ,1.6,1  ,2.9,3.3,26.7,1995,29.5  ,55  ,27  ,59   ,23   ,6.59  ,-0.34 ,6.25  ,113.3  ,106.1  ,7.2    ,90     ,0.359 ,0.158  ,0.566 ,0.517  ,14.1   ,31.6   ,0.276    ,0.489     ,15.1      ,71.7   ,0.295       ,0.671
3741 ,David Robinson       ,25 ,SAS,82,81,0.4958   ,3       ,37.7,9.2 ,16.7,0.5509,0  ,0.1 ,0     ,9.2 ,16.6,0.5542,0.5509,7.2,9.5 ,0.7579,4.1,8.9 ,13  ,2.5 ,1.5,3.9,3.3,3.2,25.6,1991,27.3  ,47  ,35  ,50   ,32   ,3.32  ,-0.51 ,2.81  ,107.5  ,104.1  ,3.4    ,96.2   ,0.317 ,0.057  ,0.528 ,0.485  ,13.9   ,34.2   ,0.233    ,0.469     ,13.5      ,69.8   ,0.224       ,0.573
11839,Kevin Durant         ,21 ,OKC,82,82,0.4951   ,2       ,39.5,9.7 ,20.3,0.4778,1.6,4.3 ,0.3721,8.1 ,16.1,0.5031,0.5172,9.2,10.2,0.902 ,1.3,6.3 ,7.6 ,2.8 ,1.4,1  ,3.3,2.1,30.1,2010,23.7  ,55  ,27  ,51   ,31   ,3.79  ,0.02  ,3.81  ,111.2  ,107.2  ,4      ,92.7   ,0.363 ,0.212  ,0.561 ,0.501  ,13.1   ,27.4   ,0.299    ,0.493     ,12.9      ,73.6   ,0.228       ,0.671
15125,Kawhi Leonard        ,25 ,SAS,74,74,0.495    ,3       ,33.4,8.6 ,17.7,0.4859,2  ,5.2 ,0.3846,6.6 ,12.5,0.528 ,0.5424,6.3,7.2 ,0.875 ,1.1,4.7 ,5.8 ,3.5 ,1.8,0.7,2.1,1.6,25.5,2017,29.3  ,47  ,35  ,49   ,33   ,2.89  ,0     ,2.89  ,107.9  ,104.8  ,3.1    ,95     ,0.245 ,0.282  ,0.543 ,0.507  ,12.2   ,23.7   ,0.189    ,0.507     ,13.2      ,78.6   ,0.17        ,0.573
11983,Kobe Bryant          ,31 ,LAL,73,73,0.487    ,3       ,38.8,9.8 ,21.5,0.4558,1.4,4.1 ,0.3415,8.5 ,17.4,0.4885,0.493 ,6  ,7.4 ,0.8108,1.1,4.3 ,5.4 ,5   ,1.5,0.3,3.2,2.6,27  ,2010,30.2  ,57  ,25  ,58   ,24   ,6.11  ,-0.1  ,6.01  ,111    ,104.3  ,6.7    ,90.7   ,0.293 ,0.22   ,0.545 ,0.502  ,12.3   ,29.2   ,0.228    ,0.477     ,12.8      ,72.3   ,0.181       ,0.695
14674,Kawhi Leonard        ,24 ,SAS,72,72,0.484    ,2       ,33.1,7.7 ,15.1,0.5099,1.8,4   ,0.45  ,5.9 ,11.1,0.5315,0.5695,4.1,4.6 ,0.8913,1.3,5.5 ,6.8 ,2.6 ,1.8,1  ,1.5,1.8,21.2,2016,29.6  ,61  ,21  ,60   ,22   ,7.2   ,-0.06 ,7.13  ,111.1  ,103.5  ,7.6    ,94.2   ,0.263 ,0.281  ,0.564 ,0.524  ,12.6   ,24     ,0.21     ,0.492     ,13.5      ,77.6   ,0.192       ,0.744
14650,LeBron James         ,31 ,CLE,76,76,0.4817   ,3       ,35.6,9.7 ,18.6,0.5215,1.1,3.7 ,0.2973,8.6 ,14.9,0.5772,0.5511,4.7,6.5 ,0.7231,1.5,6   ,7.4 ,6.8 ,1.4,0.6,3.3,1.9,25.3,2016,29.2  ,51  ,31  ,49   ,33   ,3.18  ,-0.31 ,2.87  ,113.6  ,110.3  ,3.3    ,96.2   ,0.275 ,0.399  ,0.58  ,0.547  ,12.6   ,21.9   ,0.206    ,0.516     ,11.4      ,75.8   ,0.174       ,0.622
8159 ,Shaquille O'Neal     ,28 ,LAL,74,74,0.4661   ,3       ,39.5,11  ,19.2,0.5729,0  ,0   ,0     ,11  ,19.2,0.5729,0.5729,6.7,13.1,0.5115,3.9,8.8 ,12.7,3.7 ,0.6,2.8,2.9,3.5,28.7,2001,27.9  ,58  ,24  ,60   ,22   ,7.12  ,0.03  ,7.15  ,109.4  ,101.7  ,7.7    ,92.1   ,0.313 ,0.21   ,0.534 ,0.498  ,11.8   ,28.8   ,0.218    ,0.453     ,13        ,72     ,0.233       ,0.707
15742,Anthony Davis        ,24 ,NOP,75,75,0.4406   ,3       ,36.4,10.4,19.5,0.5333,0.7,2.2 ,0.3182,9.7 ,17.3,0.5607,0.5513,6.6,8   ,0.825 ,2.5,8.6 ,11.1,2.3 ,1.5,2.6,2.2,2.1,28.1,2018,25.7  ,33  ,49  ,38   ,44   ,-1.33 ,0.23  ,-1.1  ,111.4  ,112.6  ,-1.2   ,103.3  ,0.254 ,0.324  ,0.563 ,0.529  ,12.6   ,24.1   ,0.193    ,0.532     ,11.6      ,76.8   ,0.193       ,0.402
10058,Dirk Nowitzki        ,27 ,DAL,81,81,0.4352   ,3       ,38.1,9.3 ,19.3,0.4819,1.4,3.3 ,0.4242,7.9 ,16  ,0.4938,0.5181,6.7,7.4 ,0.9054,1.4,7.6 ,9   ,2.8 ,0.7,1  ,1.9,2  ,26.6,2006,28.1  ,67  ,15  ,61   ,21   ,7.22  ,0.06  ,7.28  ,111.3  ,103.2  ,8.1    ,89.5   ,0.317 ,0.218  ,0.559 ,0.509  ,13.4   ,28.7   ,0.256    ,0.477     ,14.2      ,75     ,0.265       ,0.817
12574,LeBron James         ,26 ,MIA,79,79,0.4314   ,3       ,38.8,9.6 ,18.8,0.5106,1.2,3.5 ,0.3429,8.4 ,15.3,0.549 ,0.5426,6.4,8.4 ,0.7619,1  ,6.5 ,7.5 ,7   ,1.6,0.6,3.6,2.1,26.7,2011,28.3  ,46  ,20  ,47   ,19   ,5.98  ,-0.27 ,5.72  ,106.6  ,100.2  ,6.4    ,91.2   ,0.307 ,0.198  ,0.549 ,0.505  ,14.5   ,26.6   ,0.238    ,0.479     ,15.8      ,73.9   ,0.2         ,0.697
2881 ,Karl Malone          ,25 ,UTA,80,80,0.4259   ,3       ,39.1,10.1,19.5,0.5179,0.1,0.2 ,0.5   ,10.1,19.3,0.5233,0.5256,8.8,11.5,0.7652,3.2,7.4 ,10.7,2.7 ,1.8,0.9,3.6,3.6,29.1,1989,27.6  ,55  ,27  ,54   ,28   ,4.79  ,0.03  ,4.82  ,110.3  ,105.4  ,4.9    ,96.1   ,0.377 ,0.096  ,0.57  ,0.522  ,15.5   ,30.1   ,0.284    ,0.468     ,13.4      ,69.5   ,0.268       ,0.671
9187 ,Jermaine O'Neal      ,25 ,IND,78,78,0.4252   ,3       ,35.7,7.8 ,17.9,0.4358,0  ,0.2 ,0     ,7.8 ,17.7,0.4407,0.4358,4.5,5.9 ,0.7627,2.5,7.5 ,10  ,2.1 ,0.8,2.6,2.3,3.2,20.1,2004,28.3  ,44  ,38  ,43   ,39   ,0.76  ,-0.27 ,0.49  ,105.5  ,104.6  ,0.9    ,87.2   ,0.358 ,0.255  ,0.534 ,0.476  ,14.1   ,26.4   ,0.283    ,0.472     ,13.6      ,71.3   ,0.261       ,0.537
14146,LeBron James         ,30 ,CLE,69,69,0.4246   ,3       ,36.1,9   ,18.5,0.4865,1.7,4.9 ,0.3469,7.3 ,13.6,0.5368,0.5324,5.4,7.7 ,0.7013,0.7,5.3 ,6   ,7.4 ,1.6,0.7,3.9,2  ,25.3,2015,28.1  ,57  ,25  ,57   ,25   ,6     ,-0.55 ,5.45  ,110.9  ,104.5  ,6.4    ,93.3   ,0.259 ,0.352  ,0.558 ,0.524  ,12.7   ,25.1   ,0.194    ,0.496     ,12.6      ,78.5   ,0.205       ,0.695
8000 ,Chris Webber         ,27 ,SAC,70,70,0.4202   ,4       ,40.5,11.2,23.4,0.4786,0  ,0.4 ,0     ,11.2,23  ,0.487 ,0.4786,4.6,6.6 ,0.697 ,2.6,8.5 ,11.1,4.2 ,1.3,1.7,2.8,3.2,27.1,2001,27    ,61  ,21  ,61   ,21   ,7.61  ,0     ,7.61  ,109    ,101.1  ,7.9    ,95.6   ,0.308 ,0.166  ,0.539 ,0.497  ,12.4   ,27.9   ,0.231    ,0.467     ,13.6      ,71.7   ,0.185       ,0.744
8990 ,Kobe Bryant          ,24 ,LAL,82,82,0.4168   ,3       ,41.5,10.6,23.5,0.4511,1.5,4   ,0.375 ,9.1 ,19.5,0.4667,0.483 ,7.3,8.7 ,0.8391,1.3,5.6 ,6.9 ,5.9 ,2.2,0.8,3.5,2.7,30  ,2003,29.8  ,56  ,26  ,52   ,30   ,3.9   ,0.45  ,4.35  ,105.5  ,101.3  ,4.2    ,92.3   ,0.352 ,0.167  ,0.522 ,0.481  ,12.8   ,28.1   ,0.244    ,0.471     ,14.3      ,73.3   ,0.222       ,0.683
10418,Kobe Bryant          ,28 ,LAL,77,77,0.4039   ,3       ,40.8,10.6,22.8,0.4649,1.8,5.2 ,0.3462,8.8 ,17.6,0.5   ,0.5044,8.7,10  ,0.87  ,1  ,4.7 ,5.7 ,5.4 ,1.4,0.5,3.3,2.7,31.6,2007,26.7  ,57  ,25  ,59   ,23   ,7.26  ,0.09  ,7.34  ,113    ,105.5  ,7.5    ,95.6   ,0.333 ,0.257  ,0.57  ,0.525  ,12.9   ,26.3   ,0.256    ,0.485     ,12.9      ,73.4   ,0.214       ,0.695
13282,Carmelo Anthony      ,28 ,NYK,67,67,0.3926   ,3       ,37  ,10  ,22.2,0.4505,2.3,6.2 ,0.371 ,7.6 ,16  ,0.475 ,0.4977,6.3,7.6 ,0.8289,2  ,4.9 ,6.9 ,2.6 ,0.8,0.5,2.6,3.1,28.7,2013,28.3  ,37  ,45  ,39   ,43   ,-0.79 ,-0.61 ,-1.4  ,108.3  ,109.1  ,-0.8   ,90.3   ,0.248 ,0.302  ,0.541 ,0.505  ,12.5   ,25.1   ,0.189    ,0.514     ,14        ,74.3   ,0.245       ,0.451
12142,Dwight Howard        ,24 ,ORL,82,82,0.3886   ,4       ,34.7,6.2 ,10.2,0.6078,0  ,0.1 ,0     ,6.2 ,10.1,0.6139,0.6078,5.9,10  ,0.59  ,3.5,9.7 ,13.2,1.8 ,0.9,2.8,3.3,3.5,18.3,2010,27.6  ,52  ,30  ,56   ,26   ,5.46  ,-0.54 ,4.92  ,107.9  ,102    ,5.9    ,91.2   ,0.328 ,0.328  ,0.554 ,0.521  ,14.3   ,26.1   ,0.227    ,0.475     ,13.3      ,76.9   ,0.219       ,0.634
10245,Kobe Bryant          ,27 ,LAL,80,80,0.3864   ,4       ,41  ,12.2,27.2,0.4485,2.3,6.5 ,0.3538,10  ,20.7,0.4831,0.4945,8.7,10.2,0.8529,0.9,4.4 ,5.3 ,4.5 ,1.8,0.4,3.1,2.9,35.4,2006,25.3  ,42  ,40  ,41   ,41   ,-0.07 ,0.32  ,0.24  ,108.6  ,108.6  ,0      ,93.5   ,0.333 ,0.259  ,0.554 ,0.511  ,14.3   ,26.1   ,0.249    ,0.5       ,13.5      ,72.3   ,0.262       ,0.512
4982 ,Scottie Pippen       ,28 ,CHI,72,72,0.3861   ,3       ,38.3,8.7 ,17.8,0.4888,0.9,2.7 ,0.3333,7.8 ,15  ,0.52  ,0.514 ,3.8,5.7 ,0.6667,2.4,6.3 ,8.7 ,5.6 ,2.9,0.8,3.2,3.2,22  ,1994,28.1  ,47  ,35  ,54   ,28   ,4.83  ,-0.51 ,4.32  ,109.5  ,104.3  ,5.2    ,92     ,0.308 ,0.177  ,0.546 ,0.509  ,14.5   ,32.9   ,0.224    ,0.488     ,16.7      ,68.2   ,0.263       ,0.573
6834 ,Gary Payton          ,29 ,SEA,82,82,0.3716   ,3       ,38.4,7.1 ,15.6,0.4551,1.6,4.8 ,0.3333,5.4 ,10.7,0.5047,0.5   ,3.4,4.6 ,0.7391,0.9,3.6 ,4.6 ,8.3 ,2.3,0.2,2.8,2.4,19.2,1998,31.2  ,25  ,25  ,23   ,27   ,-1.08 ,-0.35 ,-1.43 ,105    ,106.2  ,-1.2   ,89.6   ,0.341 ,0.226  ,0.519 ,0.481  ,14.3   ,31.9   ,0.232    ,0.489     ,14.1      ,68.6   ,0.213       ,0.5
14745,Russell Westbrook    ,27 ,OKC,80,80,0.371    ,4       ,34.4,8.2 ,18.1,0.453 ,1.3,4.3 ,0.3023,6.9 ,13.8,0.5   ,0.489 ,5.8,7.2 ,0.8056,1.8,6   ,7.8 ,10.4,2  ,0.3,4.3,2.5,23.5,2016,24.7  ,47  ,35  ,43   ,39   ,0.76  ,0.39  ,1.14  ,108.3  ,107.5  ,0.8    ,97.8   ,0.295 ,0.295  ,0.54  ,0.5    ,13.2   ,27.9   ,0.22     ,0.511     ,12.5      ,79     ,0.218       ,0.573
4554 ,Patrick Ewing        ,30 ,NYK,81,81,0.3663   ,4       ,37.1,9.6 ,19.1,0.5026,0  ,0.1 ,0     ,9.6 ,19  ,0.5053,0.5026,4.9,6.9 ,0.7101,2.4,9.7 ,12.1,1.9 ,0.9,2  ,3.3,3.5,24.2,1993,28.9  ,57  ,25  ,60   ,22   ,6.99  ,-0.5  ,6.48  ,105.7  ,98.2   ,7.5    ,92.8   ,0.311 ,0.135  ,0.527 ,0.483  ,15.1   ,34.4   ,0.232    ,0.451     ,16        ,71.4   ,0.261       ,0.695
8653 ,Tracy McGrady        ,23 ,ORL,75,74,0.3588   ,4       ,39.4,11.1,24.2,0.4587,2.3,6   ,0.3833,8.7 ,18.2,0.478 ,0.5021,7.7,9.7 ,0.7938,1.6,4.9 ,6.5 ,5.5 ,1.7,0.8,2.6,2.1,32.1,2003,25.8  ,21  ,61  ,22   ,60   ,-7.02 ,-0.23 ,-7.25 ,102.7  ,110.4  ,-7.7   ,90.8   ,0.296 ,0.184  ,0.504 ,0.461  ,12.8   ,28.1   ,0.218    ,0.502     ,12.7      ,68.7   ,0.214       ,0.256
12422,Kobe Bryant          ,32 ,LAL,82,82,0.3537   ,4       ,33.9,9   ,20  ,0.45  ,1.4,4.3 ,0.3256,7.6 ,15.6,0.4872,0.485 ,5.9,7.1 ,0.831 ,1  ,4.1 ,5.1 ,4.7 ,1.2,0.1,3  ,2.1,25.3,2011,29.7  ,41  ,25  ,36   ,30   ,1.42  ,0.54  ,1.96  ,106    ,104.4  ,1.6    ,90.5   ,0.299 ,0.209  ,0.534 ,0.491  ,14.2   ,29.1   ,0.226    ,0.476     ,10.7      ,74.8   ,0.158       ,0.621
4325 ,David Robinson       ,26 ,SAS,68,68,0.351    ,3       ,37.7,8.7 ,15.8,0.5506,0  ,0.1 ,0     ,8.7 ,15.7,0.5541,0.5506,5.8,8.3 ,0.6988,3.8,8.4 ,12.2,2.7 ,2.3,4.5,2.7,3.2,23.2,1992,27.5  ,49  ,33  ,48   ,34   ,2.67  ,-0.46 ,2.21  ,109.6  ,106.8  ,2.8    ,95.4   ,0.347 ,0.102  ,0.555 ,0.507  ,13.6   ,27.8   ,0.265    ,0.477     ,12.3      ,70.1   ,0.221       ,0.598
11244,LeBron James         ,23 ,CLE,75,74,0.3476   ,4       ,40.4,10.6,21.9,0.484 ,1.5,4.8 ,0.3125,9.1 ,17.1,0.5322,0.5183,7.3,10.3,0.7087,1.8,6.1 ,7.9 ,7.2 ,1.8,1.1,3.4,2.2,30  ,2008,26.6  ,66  ,16  ,65   ,17   ,8.93  ,-0.25 ,8.68  ,112.4  ,102.4  ,10     ,88.7   ,0.312 ,0.259  ,0.56  ,0.519  ,12.5   ,27.7   ,0.236    ,0.468     ,13.5      ,74.6   ,0.226       ,0.805
